주소,단지명_공시가격,세대수,사용승인일
인천광역시 부평구 삼산동 157-3,삼산마을주공1단지(101-105동),1470,1991-08-26
인천광역시 부평구 삼산동 170-1,삼산벽산블루밍,412,2005-12-22
인천광역시 부평구 삼산동 205,정광,240,1989-05-16
인천광역시 부평구 삼산동 359,광명12차,456,1990-07-02
인천광역시 부평구 삼산동 387-2,삼산주공미래타운1차,608,2000-06-07
인천광역시 부평구 삼산동 388-7,삼산주공미래타운2차,684,2000-08-12
인천광역시 부평구 삼산동 389-8,삼산주공미래타운4차,968,2000-09-20
인천광역시 부평구 삼산동 390-6,삼산주공미래타운3차,946,2000-07-06
인천광역시 부평구 삼산동 393-4,삼산주공미래타운5차,620,2000-05-06
인천광역시 부평구 삼산동 440-1,삼산타운주공1단지,1873,2005-06-08
인천광역시 부평구 삼산동 445-5,삼산타운2단지,1622,2005-10-21
인천광역시 부평구 삼산동 448-1,신성미소지움3단지,1030,2005-05-03
인천광역시 부평구 삼산동 453-1,삼산타운7단지,1314,2004-08-17
인천광역시 부평구 삼산동 454-4,서해그랑블5단지,822,2004-08-02
인천광역시 부평구 삼산동 454-13,삼산타운6단지,784,2004-08-04
인천광역시 부평구 삼산동 456-8,주공삼산타운4단지,1696,2004-07-14
인천광역시 부평구 삼산동 494,부평삼산엠코타운,708,2007-08-14
인천광역시 부평구 삼산동 500,임광그대가,393,2008-11-28
인천광역시 부평구 삼산동 512,삼산3휴먼시아1단지,870,2010-06-22
인천광역시 부평구 삼산동 513,서해그랑블,454,2011-07-21
인천광역시 부평구 삼산동 550,부평삼산신원아침도시,346,2023-07-24
인천광역시 부평구 삼산동 553,브라운스톤부평,726,2023-02-17
인천광역시 부평구 갈산동 159,대우,414,2001-11-23
인천광역시 부평구 갈산동 171-5,정광,311,1990-04-07
인천광역시 부평구 갈산동 179-1,한국,520,1993-11-19
인천광역시 부평구 갈산동 359,주공1단지,1650,1992-06-29
인천광역시 부평구 갈산동 360,갈산LH2단지(영구임대아파트),1170,1992-05-30
인천광역시 부평구 갈산동 361-3,대동2,623,1993-05-07
인천광역시 부평구 갈산동 361-4,대동1,420,1992-11-27
인천광역시 부평구 갈산동 362,동남,278,1992-09-25
인천광역시 부평구 갈산동 362,하나,526,1992-11-05
인천광역시 부평구 갈산동 363,태화(363),390,1992-06-20
인천광역시 부평구 갈산동 368,두산,574,1992-11-19
인천광역시 부평구 갈산동 369,"한국1,동아,팬더",840,1993-05-12
인천광역시 부평구 갈산동 374,아주,340,1992-09-24
인천광역시 부평구 갈산동 416,태화(416),410,1994-09-08
인천광역시 부평구 갈산동 454,대성유니드,247,2007-04-10
인천광역시 부평구 부개동 308-3,부개동동도센트리움,217,2014-10-22
인천광역시 부평구 부개동 442-3,한국,580,1992-07-13
인천광역시 부평구 부개동 477,욱일,468,1988-10-29
인천광역시 부평구 부개동 477-1,대동,708,1988-10-29
인천광역시 부평구 부개동 477-2,대진,258,1988-11-29
인천광역시 부평구 부개동 477-3,뉴서울,1140,1989-09-19
인천광역시 부평구 부개동 477-5,동아,384,1988-10-15
인천광역시 부평구 부개동 494,성일,415,1990-11-23
인천광역시 부평구 부개동 494-1,대동(494-1),686,1991-06-08
인천광역시 부평구 부개동 496-2,주공2단지(임대),446,1996-09-11
인천광역시 부평구 부개동 496-2,부개주공1,1044,1996-09-11
인천광역시 부평구 부개동 497-1,상우신명보람,576,1998-07-31
인천광역시 부평구 부개동 498-5,부개주공3,1724,1996-08-04
인천광역시 부평구 부개동 499-2,"푸른마을한신,삼부",1020,1999-06-29
인천광역시 부평구 부개동 500-1,주공5,960,1998-06-18
인천광역시 부평구 부개동 500-1,주공5단지(임대),357,1998-06-18
인천광역시 부평구 부개동 501-1,부개주공6,1240,1997-10-22
인천광역시 부평구 부개동 502-8,부개주공7단지,957,1998-06-01
인천광역시 부평구 부개동 512,부개역푸르지오,1054,2010-01-28
인천광역시 부평구 부개동 520,부평코오롱하늘채,922,2020-12-15
인천광역시 부평구 부개동 525,부개역코오롱하늘채,526,2021-08-13
인천광역시 부평구 부개동 531,e편한세상부평역어반루체,375,2022-05-03
인천광역시 부평구 일신동 409,풍림아파트(101동~110동),750,1995-11-03
인천광역시 부평구 일신동 410,일신주공아파트(100~112동),967,1995-11-20
인천광역시 부평구 구산동 360,부평자이,719,2006-09-27
인천광역시 계양구 효성동 21-11,현대1,874,1991-11-29
인천광역시 계양구 효성동 24,뉴서울2,775,1986-12-11
인천광역시 계양구 효성동 24-3,중앙하이츠,375,1996-11-19
인천광역시 계양구 효성동 24-49,현대2,340,1992-11-07
인천광역시 계양구 효성동 28,효성동대림아파트,298,1999-09-20
인천광역시 계양구 효성동 33-2,두산,957,1997-09-19
인천광역시 계양구 효성동 78-1,신한,324,1996-12-14
인천광역시 계양구 효성동 99-11,뉴서울1,460,1985-06-22
인천광역시 계양구 효성동 101-5,백영,208,1996-05-29
인천광역시 계양구 효성동 123-57,태산,1178,1997-10-29
인천광역시 계양구 효성동 200-1,현대4,919,1995-12-15
인천광역시 계양구 효성동 207-1,뉴서울3차,542,1993-08-14
인천광역시 계양구 효성동 225-1,풍림,342,1997-07-29
인천광역시 계양구 효성동 228-1,미도,205,1985-01-30
인천광역시 계양구 효성동 238-1,뉴서울5차,648,1994-12-17
인천광역시 계양구 효성동 242-6,신진,285,1984-12-28
인천광역시 계양구 효성동 273,유승,279,1996-11-01
인천광역시 계양구 효성동 280-5,현대3,374,1992-11-07
인천광역시 계양구 효성동 286,동아,270,1986-05-17
인천광역시 계양구 효성동 301-1,뉴서울6,370,1995-05-30
인천광역시 계양구 효성동 556,유승와이드빌2,350,2002-08-16
인천광역시 계양구 효성동 623-3,하나,498,1996-09-17
인천광역시 계양구 효성동 623-16,새사미,280,1985-01-21
인천광역시 계양구 효성동 623-27,경남1,310,1987-07-31
인천광역시 계양구 효성동 675,금호어울림,410,2005-08-19
인천광역시 계양구 효성동 677,효성이편한세상계양더프리미어,1646,2021-10-13
인천광역시 계양구 계산동 12-4,삼보3,366,1988-10-15
인천광역시 계양구 계산동 18-4,팬더2,270,1989-09-09
인천광역시 계양구 계산동 18-13,팬더1,234,1989-09-09
인천광역시 계양구 계산동 20,주공,1140,1990-06-30
인천광역시 계양구 계산동 36,태산,408,1990-07-20
인천광역시 계양구 계산동 49-4,태평,432,1990-12-17
인천광역시 계양구 계산동 55-1,동남(55-1),336,1990-07-09
인천광역시 계양구 계산동 57-2,인정프린스,299,1992-04-28
인천광역시 계양구 계산동 62-1,현대,1248,1992-01-09
인천광역시 계양구 계산동 76,영남,360,1990-12-11
인천광역시 계양구 계산동 321-2,삼천리,460,1986-07-12
인천광역시 계양구 계산동 342-1,삼보1,474,1987-10-31
인천광역시 계양구 계산동 348-2,하나,994,1987-08-26
인천광역시 계양구 계산동 355-1,한국,416,1991-05-30
인천광역시 계양구 계산동 753,서해2,222,1990-09-13
인천광역시 계양구 계산동 899,극동,629,1985-07-04
인천광역시 계양구 계산동 930,삼환1,276,1989-12-16
인천광역시 계양구 계산동 941,신도브래뉴,481,2005-05-23
인천광역시 계양구 계산동 954-30,서해3,498,1991-08-09
인천광역시 계양구 계산동 1084-2,은행마을(삼보),436,1997-07-25
인천광역시 계양구 계산동 1084-2,은행마을(강북),216,1997-07-25
인천광역시 계양구 계산동 1084-3,은행마을(태산),544,1997-08-05
인천광역시 계양구 계산동 1085-2,은행마을(태평),574,1997-06-27
인천광역시 계양구 계산동 1085-2,은행마을(아주),612,1997-07-26
인천광역시 계양구 계산동 1110,계양산파크트루엘,369,2020-02-27
인천광역시 계양구 작전동 26-1,뉴서울2,400,1992-11-06
인천광역시 계양구 작전동 28-9,삼우,264,1989-04-12
인천광역시 계양구 작전동 30-1,선우,210,1986-02-05
인천광역시 계양구 작전동 34-5,삼천리,540,1988-12-26
인천광역시 계양구 작전동 64-1,삼보,454,1994-02-28
인천광역시 계양구 작전동 79,"한국(101동,102동)",250,1998-03-30
인천광역시 계양구 작전동 102-3,뉴서울1,791,1988-05-27
인천광역시 계양구 작전동 103-2,무지개,240,1989-06-10
인천광역시 계양구 작전동 111,작전현대1차,570,1990-09-28
인천광역시 계양구 작전동 131-1,광명11,288,1989-12-08
인천광역시 계양구 작전동 140-2,신진,410,1987-12-05
인천광역시 계양구 작전동 169,풍림아이원,468,2003-01-18
인천광역시 계양구 작전동 286-1,동보2,502,2000-05-04
인천광역시 계양구 작전동 381-3,유호,299,1995-03-25
인천광역시 계양구 작전동 382-1,한신,259,1991-10-25
인천광역시 계양구 작전동 388-2,동보,1187,1995-04-24
인천광역시 계양구 작전동 420,미도아파트,480,1990-11-19
인천광역시 계양구 작전동 580,현대2-2차,904,1993-12-27
인천광역시 계양구 작전동 580,현대2-1차,840,1991-10-15
인천광역시 계양구 작전동 707-5,현광,392,1992-08-05
인천광역시 계양구 작전동 854-4,한양,280,1985-10-21
인천광역시 계양구 작전동 859-14,현대3,390,1992-11-17
인천광역시 계양구 작전동 861-1,코오롱,480,1989-10-17
인천광역시 계양구 작전동 912-3,도두리마을동보,1276,1996-12-20
인천광역시 계양구 작전동 912-4,도두리마을롯데,641,1997-10-31
인천광역시 계양구 작전동 912-4,도두리마을동남,641,1997-10-31
인천광역시 계양구 작전동 912-5,도두리마을대동,1299,1997-09-30
인천광역시 계양구 작전동 915-1,까치마을태화,1004,1997-11-14
인천광역시 계양구 작전동 915-1,까치마을한진,670,1997-11-14
인천광역시 계양구 작전동 949,작전역서해그랑블,280,2020-09-15
인천광역시 계양구 작전동 951,브라운스톤계양스카이,282,2020-10-29
인천광역시 계양구 서운동 178,서운동경남아너스빌,255,2007-09-28
인천광역시 계양구 서운동 203,계양임광그대家,373,2009-10-01
인천광역시 계양구 서운동 230,계양효성해링턴플레이스,1669,2021-01-27
인천광역시 계양구 용종동 207-1,인천계양코아루센트럴파크,724,2017-06-23
인천광역시 계양구 용종동 213-2,초정마을(쌍용),384,1997-10-30
인천광역시 계양구 용종동 213-2,초정마을(두산),414,1997-10-30
인천광역시 계양구 용종동 213-3,초정마을(동아),616,1998-01-06
인천광역시 계양구 용종동 214-1,용종마을신대진,562,1997-08-07
인천광역시 계양구 용종동 214-2,용종마을중앙,428,1997-10-08
인천광역시 계양구 용종동 228-1,초정마을하나,972,1997-08-19
인천광역시 계양구 병방동 380,신명진달래2,204,1989-08-12
인천광역시 계양구 병방동 381,아주,468,1989-09-04
인천광역시 계양구 병방동 383,신명진달래1,258,1988-12-16
인천광역시 계양구 병방동 432-3,학마을서원,688,1997-05-27
인천광역시 계양구 병방동 432-5,학마을서해,1261,1997-10-29
인천광역시 계양구 병방동 432-5,학마을영남,1047,1997-10-17
인천광역시 계양구 병방동 433-1,학마을한진,1500,1998-11-20
인천광역시 계양구 방축동 37-2,아주,480,1991-04-17
인천광역시 계양구 방축동 235,계양하늘채파크포레,546,2023-04-14
인천광역시 계양구 박촌동 309,풍림,207,2005-11-25
인천광역시 계양구 박촌동 310,한화꿈에그린,670,2005-11-17
인천광역시 계양구 박촌동 311,계양1차하우스토리,257,2009-11-27
인천광역시 계양구 박촌동 313,박촌휴먼시아(임대),230,2009-12-11
인천광역시 계양구 박촌동 319,계양한양수자인,376,2011-12-22
인천광역시 계양구 동양동 575,동양주공1단지(임대),630,2006-05-22
인천광역시 계양구 동양동 581,동양주공2단지(임대),668,2006-04-10
인천광역시 계양구 동양동 582,한진해모로아파트,478,2006-06-22
인천광역시 계양구 동양동 586,동양주공4단지(임대),324,2006-10-09
인천광역시 계양구 동양동 613,일신휴먼빌,466,2007-10-04
인천광역시 계양구 귤현동 489,귤현현대아이파크,394,2004-10-29
인천광역시 계양구 귤현동 531,계양센트레빌1단지,715,2013-02-15
인천광역시 계양구 귤현동 532,계양센트레빌2단지,256,2013-06-24
인천광역시 계양구 귤현동 533,계양센트레빌3단지,454,2013-06-24
인천광역시 계양구 이화동 407,신동아파밀리에,399,2007-07-27
인천광역시 계양구 오류동 180,신동아,1192,1997-03-26
인천광역시 서구 백석동 가-,검암역로열파크씨티푸르지오2단지,2426,2023-06-29
인천광역시 서구 백석동 가-,검암역로열파크씨티푸르지오1단지,2379,2023-06-29
인천광역시 서구 검암동 501-1,풍림아이원2차,718,2004-05-28
인천광역시 서구 검암동 511,풍림아이원1,280,2003-09-06
인천광역시 서구 검암동 512-1,삼보해피하임3,288,2003-08-01
인천광역시 서구 검암동 512-2,풍림아이원3차,341,2004-07-22
인천광역시 서구 검암동 535-1,신명스카이뷰2,325,2003-10-24
인천광역시 서구 검암동 535-2,검암4차신명스카이뷰,311,2004-08-25
인천광역시 서구 검암동 595-3,서해그랑블,950,2003-09-01
인천광역시 서구 검암동 605-1,신명스카이뷰3차,282,2004-05-19
인천광역시 서구 검암동 628,삼보해피하임4,252,2003-08-01
인천광역시 서구 검암동 629-1,신명스카이뷰1,268,2003-07-21
인천광역시 서구 경서동 719-3,우정에쉐르,292,2006-05-19
인천광역시 서구 경서동 722-1,태평샹베르1차,572,2005-02-03
인천광역시 서구 경서동 727-1,가이아샹베르2차,560,2005-03-31
인천광역시 서구 경서동 994,인천경서아시아드대광로제비앙,720,2017-12-18
인천광역시 서구 경서동 1032,북청라하우스토리,430,2022-02-25
인천광역시 서구 공촌동 314,경남,232,1998-11-02
인천광역시 서구 공촌동 318-1,광명,299,1998-10-22
인천광역시 서구 연희동 682,중앙,294,1997-08-26
인천광역시 서구 연희동 682-12,한국1,356,1994-08-31
인천광역시 서구 연희동 690,태영,390,1996-11-15
인천광역시 서구 연희동 701-1,연희해드림,250,2007-09-28
인천광역시 서구 연희동 729-1,우성,410,1997-06-10
인천광역시 서구 심곡동 259-2,극동늘푸른,998,1997-08-26
인천광역시 서구 심곡동 285,대동,1048,1995-05-18
